sample,local_idx,sample_idx,method,reference,Vs1,H,CoV,Vs2,rel_l2_low,rel_l2_low_central,rel_l2_mid,rel_l2_mid_central,rel_l2_high,rel_l2_high_central,rel_l2_all,rel_l2_all_central
9,483,3823,Passeri tts,OpenSees 2-D,189.73753870077093,82.0,0.2549427602440118,1125.5531570163855,0.2982968648167167,0.2982968648167167,0.5555026436163999,0.5555026436163999,0.6151411154121413,0.6151411154121413,0.5155137684703813,0.5155137684703813
9,483,3823,Pretell,OpenSees 2-D,189.73753870077093,82.0,0.2549427602440118,1125.5531570163855,0.0252176359284061,0.0252176359284061,0.1850211514707652,0.1850211514707652,0.5574754347510877,0.5574754347510877,0.2851618198859232,0.2851618198859232
10,5,40,GINO,OpenSees 2-D,265.7281021271786,30.0,0.1504425639286637,1021.9334664726358,0.1498035981783139,0.1620891741725807,0.1517084268217949,0.1395226020173943,0.4138299176021721,0.2901738908865107,0.3758149569127156,0.2656957939600606
10,5,40,1D Base Case,OpenSees 2-D,265.7281021271786,30.0,0.1504425639286637,1021.9334664726358,0.0037238921265051,0.0056514270147021,0.4335779257085102,0.4823362880073008,0.6763896867094096,0.6821912996617073,0.6308776798209604,0.64083562529048
10,5,40,Pretell's approach,OpenSees 2-D,265.7281021271786,30.0,0.1504425639286637,1021.9334664726358,0.002041603720131,0.0030160395562122,0.2848282626474179,0.2580752202736025,0.5735750757621262,0.4253818713296152,0.5260103022841579,0.3938816469826762
10,5,40,Toro Vs,OpenSees 2-D,265.7281021271786,30.0,0.1504425639286637,1021.9334664726358,0.0043208493298343,0.0043208493298343,0.4730710013799336,0.4730710013799336,0.7436631711655761,0.7436631711655761,0.6913803669805328,0.6913803669805328
10,5,40,Passeri tts,OpenSees 2-D,265.7281021271786,30.0,0.1504425639286637,1021.9334664726358,0.0056471137555028,0.0056471137555028,0.4803371447644654,0.4803371447644654,0.6778764115185045,0.6778764115185045,0.6369328763846284,0.6369328763846284
10,5,40,Pretell,OpenSees 2-D,265.7281021271786,30.0,0.1504425639286637,1021.9334664726358,0.0042954766565964,0.0042954766565964,0.3656353686687094,0.3656353686687094,0.5984067489297699,0.5984067489297699,0.5544169714749098,0.5544169714749098
11,597,4520,GINO,OpenSees 2-D,226.636542366128,36.0,0.2384542470797896,1014.0811699534812,0.0823480358070438,0.045871567724241,0.2665997873707181,0.2020191858908004,0.4022497684628168,0.222617755234977,0.2983773824826222,0.2000494826515174
11,597,4520,1D Base Case,OpenSees 2-D,226.636542366128,36.0,0.2384542470797896,1014.0811699534812,0.0058996706165565,0.0019883279002901,0.3279447337995909,0.1816441521091588,0.5534798554336965,0.1989175418763257,0.3852850840702457,0.179323026197239
11,597,4520,Pretell's approach,OpenSees 2-D,226.636542366128,36.0,0.2384542470797896,1014.0811699534812,0.0043936109666934,0.0035041957624657,0.4267117434469407,0.4120748783964145,0.3835392123009622,0.3735781232525302,0.4068040853568006,0.391987452886973
11,597,4520,Toro Vs,OpenSees 2-D,226.636542366128,36.0,0.2384542470797896,1014.0811699534812,0.0011885645358775,0.0011885645358775,0.3211974008158311,0.3211974008158311,0.3404205986386465,0.3404205986386465,0.3148006887540657,0.3148006887540657
11,597,4520,Passeri tts,OpenSees 2-D,226.636542366128,36.0,0.2384542470797896,1014.0811699534812,0.0019781989078784,0.0019781989078784,0.1509182867534831,0.1509182867534831,0.1875021031969302,0.1875021031969302,0.1537762677963252,0.1537762677963252
11,597,4520,Pretell,OpenSees 2-D,226.636542366128,36.0,0.2384542470797896,1014.0811699534812,0.0033254468778727,0.0033254468778727,0.1315213816045819,0.1315213816045819,0.1974983817969678,0.1974983817969678,0.1422437312328333,0.1422437312328333
12,699,5396,GINO,OpenSees 2-D,238.81110316876217,61.0,0.214666705019772,1104.0173947608328,0.0565809557007515,0.0422480898614441,0.3448580764827429,0.3308677154186049,0.4023561669898587,0.3568579407910764,0.3483353391860859,0.3329312747487186
12,699,5396,1D Base Case,OpenSees 2-D,238.81110316876217,61.0,0.214666705019772,1104.0173947608328,0.0290544870107635,0.0418444316610008,0.6031306441723069,0.6654560598495313,0.6937310299747258,0.8240159912385447,0.6075702608965569,0.6913705189159444
12,699,5396,Pretell's approach,OpenSees 2-D,238.81110316876217,61.0,0.214666705019772,1104.0173947608328,0.0266541457469635,0.0275229264674508,0.6963449864645741,0.7719341029722883,0.6131253997874455,0.780677383094468,0.6770531090169908,0.7668125247101664
12,699,5396,Toro Vs,OpenSees 2-D,238.81110316876217,61.0,0.214666705019772,1104.0173947608328,0.0316579988732804,0.0316579988732804,0.7647103044490845,0.7647103044490845,0.7984670538187207,0.7984670538187207,0.7643332892818131,0.7643332892818131
12,699,5396,Passeri tts,OpenSees 2-D,238.81110316876217,61.0,0.214666705019772,1104.0173947608328,0.0417938056274567,0.0417938056274567,0.6669101216794971,0.6669101216794971,0.8216613904433994,0.8216613904433994,0.6919846887840613,0.6919846887840613
