feature,mi
log_f,0.3827972665683905
z_mean,0.044473205846629504
vs_surface,0.013355653561761827
vs_norm_std,0.011242783307491955
vs_norm_mean,0.010490038614462627
x_grid,0.0022968323416856506
x_trunk,0.0021883144666334786
zeta_norm_std,1.9984014443252818e-15
zeta_norm_mean,1.9984014443252818e-15
